Order_ID,Customer_ID,Customer_Name,Email,Phone,Movie_Title,Theatre,City,Show_Date,Show_Time,Booking_Date,Seat_Type,Quantity,Price,Discount,Total_Amount,Payment_Mode,Payment_Status,Booking_Channel,Seat_Numbers,Feedback_Score,Remarks,Sales_Agent,Is_Refunded,Booking_ID,Screen,Ticket_Type,Promo_Code,Loyalty_Points
ORD101313,CUST91796,John Doe,john133@example.com,,,PVR Phoenix,Pune,2021-03-09,9:15,2021-02-13,,0.0,1287.51,10.0,,Cash,Pending,Third-Party,,3.0,,,true,BKG23614,Screen 3,Combo,,100.0
ORD104495,CUST38461,John Doe,john455@example.com,+918252796791,Broken Strings,Regal Cinema,Hyderabad,2021-08-04,12:15,2021-07-05,Regular,3.0,903.93,5.0,2586.19,UPI,Paid,Box Office,"A2,C7,C5",2.0,Late arrival,Agent C,true,BKG76047,,Single,,50.0
ORD108459,CUST27095,John Doe,john475@example.com,+919418333385,Ocean's Whisper,PVR Phoenix,Kolkata,2023-06-27,19:00,2023-06-16,,3.0,130.59,25.0,303.82,Cash,,Box Office,"B11,A2,B12",5.0,Cancelled,Agent C,,BKG61577,Screen 3,Single,,50.0
ORD100852,CUST80070,,user304@example.com,98765 43210,Final Alarm,Cinepolis Plaza,,2019-04-11,14:00,2019-03-13,Balcony,3.0,504.98,-5.0,1590.67,,,Third-Party,"B18,C7,C3",3.0,,Agent C,False,BKG22165,,Single,NEW50,10.0
ORD107242,CUST73701,,user21@example.com,,,,,2025-06-28,16:00,2025-06-17,,0.0,419.89,5.0,,Cahs,Pending,Online,,2.0,Cancelled,Agent C,True,BKG74611,,Family,NEW50,100.0
ORD100092,CUST27518,,user904@example.com,12345,Love & Pixels,,Hyderabad,2021-10-22,10:30,2021-10-01,Premium,1.0,536.89,25.0,382.67,Cahs,Pending,online,C3,2.0,,Agent B,False,BKG87814,Screen 2,,NEW50,
ORD103381,CUST73104,Amit Sharma,amit13@example.com,+919751249175,Love & Pixels,Cinepolis Plaza,,2020-03-23,21:15,2020-03-03,premium ,1.0,878.29,-5.0,902.21,Cahs,Pending,Box Office,A23,1.0,Late arrival,Agent C,False,BKG36924,,Combo,FREESNACK,50.0
ORD107182,CUST74343,Sangeetha K,,+917048267278,Hidden Truths,Regal Cinema,Kolkata,2021-04-25,14:15,2021-04-11,premium ,2.0,308.3,5.0,565.76,UPI,Pending,third party,"A10,A12",3.0,,,False,BKG19655,,Family,FREESNACK,200.0
ORD109947,CUST83269,Ravi Kumar,ravi61@example.com,12345,Hidden Truths,Inox Mall,Delhi,2020-11-18,10:15,2020-10-30,Premium,0.0,389.98,,,Online,Failed,third party,,-1.0,,Agent C,False,BKG17042,Screen 2,Single,FREESNACK,
ORD101450,CUST29469,Amit Sharma,amit218@example.com,,Final Alarm,PVR Phoenix,Ahmedabad,2019-03-11,13:15,2019-02-17,Premium,4.0,1041.96,5.0,3959.44,card,Failed,third party,"A1,B7,A28,B4",6.0,VIP guest,Agent B,False,BKG61936,Screen 1,Single,NEW50,100.0
ORD108234,CUST33153,Ravi Kumar,ravi410@example.com,+919641839983,Midnight Sonata,Inox Mall,Ahmedabad,2021-04-29,20:30,2021-04-03,Balcony,0.0,874.27,15.0,,card,,third party,,2.0,,Agent A,False,BKG45572,Screen 3,,FREESNACK,200.0
ORD109725,CUST61635,Amit Sharma,amit788@example.com,,Love & Pixels,,Delhi,2022-12-18,12:30,2022-12-20,Reguler,,604.17,25.0,,Cahs,Paid,Online,,,Late arrival,Agent C,False,BKG99708,,Combo,save10,0.0
ORD107484,CUST64097,,user339@example.com,+916897063977,,Regal Cinema,Bengaluru,2025-03-04,22:30,2025-02-06,,2.0,278.83,50.0,278.83,Online,Pending,third party,"B7,A7",1.0,Cancelled,Agent A,True,BKG71998,Screen 3,Combo,,0.0
ORD102440,CUST81123,Amit Sharma,amit289@example.com,+918770163932,Hidden Truths,Inox Mall,Chennai,2025-04-24,21:15,2025-04-11,Balcony,3.0,1385.87,25.0,3128.21,Card,,,"C1,B14,A24",,Cancelled,,,BKG36960,Screen 2,Single,NEW50,0.0
ORD105296,CUST83298,,user577@example.com,+917118266061,Hidden Truths,Grand Theatre,Chennai,2024-08-18,12:30,2024-07-30,Regular,,1077.78,0.0,,card,Pending,Box Office,,1.0,Late arrival,,False,BKG45913,Screen 1,,save10,50.0
ORD101490,CUST69765,Sangeetha K,sangeetha614@example.com,+919983096410,Hidden Truths,Inox Mall,Chennai,2021-02-09,10:30,2021-02-05,Regular,3.0,432.43,50.0,628.65,Online,Failed,third party,"C9,C26,A15",6.0,,,True,BKG32879,,,FREESNACK,0.0
ORD102390,CUST61250,,user465@example.com,98765 43210,Space Riders,PVR Phoenix,Ahmedabad,2024-09-05,9:45,2024-08-23,,3.0,260.32,5.0,721.9,card,Pending,Online,"C21,A13,A23",6.0,,Agent C,False,BKG65627,Screen 2,Combo,save10,
ORD106547,CUST97391,Amit Sharma,amit841@example.com,,The Silent Echo,PVR Phoenix,Mumbai,2019-08-18,11:00,2019-08-01,Balcony,0.0,586.41,15.0,,,Paid,Third-Party,,3.0,Cancelled,Agent A,,BKG11250,,Family,,200.0
ORD100378,CUST14437,Ravi Kumar,ravi497@example.com,12345,The Last Frontier,Inox Mall,Chennai,2019-05-19,13:00,2019-04-23,Balcony,4.0,1390.57,25.0,4171.7,Card,Paid,third party,"C23,C14,A1,C27",3.0,,,False,BKG50919,Screen 3,,NEW50,10.0
ORD104677,CUST64624,Priya Singh,priya77@example.com,,Midnight Sonata,Inox Mall,Ahmedabad,2019-12-14,18:00,2019-11-27,VIP,-1.0,1462.72,15.0,,,,Third-Party,,-1.0,Cancelled,Agent B,,BKG15519,,Combo,save10,10.0
ORD104798,CUST55225,,user388@example.com,98765 43210,The Silent Echo,PVR Phoenix,Mumbai,2019-04-07,15:30,2019-03-24,VIP,0.0,1359.63,10.0,395.64,Online,Pending,third party,,-1.0,,,true,BKG67188,Screen 2,Single,save10,200.0
ORD101774,CUST23361,,user61@example.com,+916431492766,Space Riders,Grand Theatre,Delhi,2022-10-18,17:30,2022-09-27,Regular,,117.15,5.0,,,Paid,Online,,5.0,Cancelled,Agent A,False,BKG58588,Screen 2,Family,save10,100.0
ORD102469,CUST37014,Amit Sharma,amit507@example.com,98765 43210,The Last Frontier,Regal Cinema,Chennai,2022-09-12,23:30,2022-08-30,Balcony,4.0,631.92,-5.0,2634.05,UPI,Paid,,"B26,B17,B25,B9",5.0,,Agent B,,BKG85573,Screen 2,Combo,,100.0
ORD109086,CUST2165,Sangeetha K,sangeetha941@example.com,+919570218712,Love & Pixels,Grand Theatre,Kolkata,2024-08-31,10:45,2024-08-10,,2.0,720.93,15.0,1225.58,Cahs,Pending,third party,"A4,A4",,VIP guest,Agent A,False,BKG96930,Screen 3,,save10,10.0
ORD109126,CUST97476,John Doe,john13@example.com,98765 43210,The Last Frontier,PVR Phoenix,Bengaluru,2023-03-29,12:45,2023-03-27,,0.0,0.0,15.0,,UPI,Paid,,,2.0,VIP guest,Agent A,False,BKG95583,,Single,NEW50,0.0
ORD102743,CUST86352,Amit Sharma,amit229@example.com,12345,Broken Strings,,Mumbai,2022-06-11,9:15,2022-05-16,premium ,3.0,243.26,15.0,620.32,Cahs,Paid,,"C8,C22,A26",,VIP guest,Agent B,False,BKG20434,Screen 3,,FREESNACK,50.0
ORD104469,CUST23206,Priya Singh,priya993@example.com,98765 43210,Final Alarm,Inox Mall,Ahmedabad,2020-11-15,9:45,2020-11-10,Regular,,1368.3,15.0,,card,Paid,Box Office,,4.0,,Agent C,true,BKG26314,Screen 3,Single,FREESNACK,
ORD108495,CUST22674,,user727@example.com,12345,House of Tricks,PVR Phoenix,Pune,2021-06-25,21:30,2021-06-06,premium ,2.0,1017.22,50.0,997.22,UPI,Failed,third party,"A28,C15",4.0,Late arrival,Agent A,,BKG64679,Screen 1,Single,,0.0
ORD107531,CUST76733,,user55@example.com,,Midnight Sonata,PVR Phoenix,,2022-06-24,15:00,2022-05-31,premium ,2.0,1126.07,10.0,2036.93,card,Pending,Third-Party,"B28,B21",1.0,VIP guest,Agent A,False,BKG44166,Screen 1,Single,NEW50,200.0
ORD108154,CUST2171,John Doe,john124@example.com,12345,Space Riders,Inox Mall,Ahmedabad,2024-12-09,14:00,2024-11-15,premium ,1.0,1141.34,10.0,1037.2,Cahs,Failed,,C9,3.0,Late arrival,Agent A,False,BKG82611,Screen 2,Combo,,
ORD108575,CUST80416,Amit Sharma,amit69@example.com,,Final Alarm,Regal Cinema,Delhi,2022-08-19,16:30,2022-08-11,VIP,-1.0,891.07,0.0,,Online,Failed,,,2.0,,Agent B,True,BKG30549,Screen 3,Family,,0.0
ORD108221,CUST47945,,user273@example.com,+916482919170,The Last Frontier,,Delhi,2021-12-07,22:00,2021-11-28,Regular,-1.0,1211.58,,,Card,Paid,Box Office,,2.0,,Agent C,,BKG97089,Screen 3,Combo,NEW50,200.0
ORD105621,CUST24948,Sangeetha K,sangeetha123@example.com,+919650423187,Space Riders,PVR Phoenix,Chennai,2019-11-08,16:30,2019-10-11,VIP,2.0,1039.0,,2088.0,,Pending,Third-Party,"C20,A12",-1.0,VIP guest,Agent B,False,BKG90283,,Single,,0.0
ORD103698,CUST87104,John Doe,,,Love & Pixels,,Kolkata,2021-07-01,22:45,2021-06-23,Premium,2.0,109.83,50.0,119.83,,Failed,Box Office,"C21,A1",6.0,,Agent C,False,BKG73703,Screen 1,Family,NEW50,10.0
ORD109450,CUST2039,,user337@example.com,+919362602013,Space Riders,Grand Theatre,,2023-07-25,21:00,2023-06-29,,3.0,813.89,10.0,2207.52,Online,Pending,third party,"B7,B29,C27",-1.0,Cancelled,Agent A,False,BKG19023,Screen 2,,NEW50,50.0
ORD101036,CUST45255,Ravi Kumar,ravi301@example.com,98765 43210,Hidden Truths,,Bengaluru,2021-09-23,16:30,2021-09-04,,,637.32,10.0,,,Failed,third party,,3.0,VIP guest,Agent C,,BKG24754,Screen 2,Single,save10,
ORD107853,CUST38661,Priya Singh,priya870@example.com,,Broken Strings,Cinepolis Plaza,Bengaluru,2024-08-08,22:00,2024-07-12,premium ,0.0,,0.0,,Card,Pending,Third-Party,,6.0,,Agent A,True,BKG18700,Screen 3,,save10,10.0
ORD105377,CUST24917,,user935@example.com,98765 43210,House of Tricks,Inox Mall,Bengaluru,2021-12-19,23:00,2021-12-12,Premium,-1.0,603.76,50.0,,Cash,Failed,Box Office,,5.0,VIP guest,Agent A,False,BKG28658,Screen 1,,save10,0.0
ORD105455,CUST45232,Amit Sharma,amit956@example.com,+916531921035,Midnight Sonata,Regal Cinema,,2025-01-16,9:15,2024-12-20,VIP,1.0,772.26,5.0,713.65,Cash,Pending,Box Office,A2,5.0,,Agent A,False,BKG32912,Screen 1,,FREESNACK,0.0
ORD103055,CUST86907,Sangeetha K,sangeetha321@example.com,,,,Hyderabad,2020-08-19,17:30,2020-08-07,VIP,,656.96,50.0,,card,Paid,,,1.0,VIP guest,Agent A,True,BKG64593,,,FREESNACK,100.0
ORD103513,CUST67800,Amit Sharma,,+917736795931,Broken Strings,Cinepolis Plaza,Ahmedabad,2020-02-16,18:45,2020-01-25,Regular,4.0,165.85,-5.0,696.56,UPI,Pending,third party,"C4,A30,A26,B26",6.0,Cancelled,,,BKG71041,Screen 3,Family,,10.0
ORD104974,CUST49996,,user628@example.com,12345,House of Tricks,Inox Mall,Mumbai,2022-10-02,15:45,2022-10-01,premium ,-1.0,1138.86,25.0,,,Failed,Online,,5.0,Cancelled,,False,BKG99740,Screen 3,,save10,50.0
ORD100430,CUST98558,Amit Sharma,amit808@example.com,+917978875997,Ocean's Whisper,,Pune,2019-04-16,12:15,2019-04-16,VIP,1.0,268.51,,268.51,Cahs,,Third-Party,B27,,VIP guest,Agent B,,BKG16265,Screen 3,,,0.0
ORD108137,CUST14021,Ravi Kumar,ravi981@example.com,+917922432194,Broken Strings,PVR Phoenix,Delhi,2025-08-04,22:45,2025-07-12,Reguler,,282.23,50.0,,,,Box Office,,6.0,,,False,BKG38138,Screen 3,,save10,
ORD103243,CUST42259,Ravi Kumar,ravi662@example.com,+919932873065,House of Tricks,Grand Theatre,Mumbai,2023-04-08,9:45,2023-03-25,Reguler,-1.0,1048.77,25.0,,card,Pending,third party,,3.0,Late arrival,Agent A,true,BKG53185,Screen 1,Family,save10,100.0
ORD102543,CUST99395,Sangeetha K,sangeetha487@example.com,+916398459967,,,Pune,2025-08-07,9:45,2025-08-03,Premium,2.0,471.08,50.0,481.08,,,online,"C29,B9",5.0,,Agent C,False,BKG33623,,Single,FREESNACK,50.0
ORD105298,CUST29424,,user748@example.com,98765 43210,Hidden Truths,PVR Phoenix,Kolkata,2025-03-17,20:45,2025-02-16,VIP,0.0,316.39,25.0,,Online,,Online,,,,,true,BKG93657,Screen 1,Family,save10,0.0
ORD107556,CUST86938,Amit Sharma,amit686@example.com,98765 43210,Love & Pixels,Regal Cinema,Pune,2021-03-25,9:15,2021-03-20,premium ,3.0,407.64,-5.0,1284.08,card,Paid,Box Office,"A1,A30,B24",5.0,,Agent C,False,BKG16601,Screen 1,Family,save10,0.0
ORD106826,CUST60462,,user710@example.com,98765 43210,,,Delhi,2020-04-24,21:15,2020-04-02,Reguler,0.0,1351.75,5.0,,Card,,third party,,-1.0,,Agent B,,BKG82212,Screen 3,Single,save10,0.0
ORD103996,CUST9500,Sangeetha K,sangeetha600@example.com,12345,Space Riders,,Kolkata,2021-04-08,20:15,2021-03-27,VIP,-1.0,891.53,15.0,,,,online,,5.0,,Agent A,False,BKG83651,,Combo,FREESNACK,
ORD105457,CUST90192,,user480@example.com,12345,Broken Strings,Cinepolis Plaza,Delhi,2019-03-03,18:45,2019-02-28,Reguler,0.0,1161.89,25.0,,Cahs,Paid,Online,,5.0,,Agent B,False,BKG29745,Screen 2,Family,,10.0
ORD101015,CUST77529,Priya Singh,priya982@example.com,12345,,Regal Cinema,Bengaluru,2019-11-27,13:45,2019-11-25,premium ,3.0,953.84,0.0,2871.53,UPI,Pending,third party,"A14,B28,B20",-1.0,,,False,BKG46540,Screen 3,Family,save10,10.0
ORD103939,CUST34315,Priya Singh,priya482@example.com,,Midnight Sonata,,Ahmedabad,2023-06-11,20:00,2023-05-21,VIP,,150.04,10.0,,card,Paid,third party,,,Cancelled,Agent C,,BKG47391,Screen 1,Family,save10,
ORD101757,CUST83476,John Doe,john994@example.com,98765 43210,Ocean's Whisper,Cinepolis Plaza,Delhi,2021-01-18,11:45,2021-01-09,VIP,-1.0,889.04,15.0,,Cahs,Pending,Third-Party,,,Late arrival,,True,BKG26579,Screen 3,Single,NEW50,50.0
ORD103316,CUST40110,Priya Singh,priya37@example.com,,Hidden Truths,PVR Phoenix,Hyderabad,2019-05-12,22:15,2019-05-12,Regular,-1.0,367.88,-5.0,1164.84,,Pending,third party,,4.0,Cancelled,Agent A,True,BKG74171,Screen 2,,FREESNACK,50.0
ORD108988,CUST1759,Amit Sharma,amit371@example.com,,House of Tricks,,Delhi,2023-11-24,14:15,2023-10-26,Premium,3.0,1331.64,5.0,3775.18,card,Failed,Online,"A13,A30,A27",1.0,Cancelled,Agent B,,BKG96212,Screen 1,Single,save10,0.0
ORD104933,CUST38193,Priya Singh,priya330@example.com,,Hidden Truths,Inox Mall,Bengaluru,2019-02-11,23:00,2019-01-15,VIP,,766.39,10.0,2131.1,UPI,Pending,online,,1.0,,Agent A,true,BKG58600,Screen 3,,save10,
ORD105835,CUST97418,Ravi Kumar,,+919123285336,House of Tricks,Inox Mall,Ahmedabad,2023-02-22,14:00,2023-02-07,premium ,3.0,1111.3,-5.0,3480.61,,Failed,online,"A6,B8,B9",3.0,VIP guest,Agent B,True,BKG46738,Screen 3,Combo,NEW50,
ORD105224,CUST17619,,user744@example.com,+916086421673,Hidden Truths,Grand Theatre,Pune,2020-08-18,23:45,2020-08-08,Balcony,2.0,1450.36,-5.0,3025.76,card,Pending,online,"B9,A23",5.0,,Agent A,true,BKG83982,,,,200.0
ORD102102,CUST86481,,user337@example.com,12345,House of Tricks,Grand Theatre,Mumbai,2020-11-21,21:15,2020-11-20,premium ,1.0,154.55,25.0,95.91,Online,Failed,,A21,3.0,,,True,BKG19995,Screen 2,,save10,100.0
ORD107087,CUST47535,,user520@example.com,+917033921542,Broken Strings,Grand Theatre,,2023-04-27,21:00,2023-03-31,,,1156.4,5.0,,Card,,Online,,5.0,VIP guest,Agent A,False,BKG90380,Screen 2,Single,FREESNACK,50.0
ORD100320,CUST77232,Amit Sharma,amit609@example.com,98765 43210,The Silent Echo,Inox Mall,Delhi,2021-09-30,10:00,2021-09-12,premium ,2.0,384.61,10.0,702.29,Cahs,Pending,,"C23,B16",6.0,VIP guest,,True,BKG30432,Screen 1,Single,FREESNACK,100.0
ORD108736,CUST13569,Sangeetha K,sangeetha969@example.com,12345,Midnight Sonata,Inox Mall,Pune,2020-04-02,23:00,2020-03-13,Premium,1.0,239.76,5.0,207.77,card,Paid,Box Office,A17,5.0,,Agent A,true,BKG96621,Screen 1,,,10.0
ORD102117,CUST1815,Priya Singh,priya269@example.com,+918981343291,Midnight Sonata,Inox Mall,Mumbai,2025-08-26,17:30,2025-08-03,Premium,-1.0,522.43,50.0,,,Failed,Box Office,,3.0,,Agent C,True,BKG40808,,Combo,FREESNACK,10.0
ORD103765,CUST17672,Amit Sharma,amit734@example.com,+919896584486,The Silent Echo,PVR Phoenix,Kolkata,2025-10-15,18:15,2025-10-11,Reguler,-1.0,929.65,5.0,,UPI,Failed,third party,,5.0,,Agent C,False,BKG69963,Screen 3,,NEW50,200.0
ORD108101,CUST93872,,user913@example.com,98765 43210,Space Riders,Regal Cinema,Mumbai,2022-01-05,18:30,2022-01-04,premium ,-1.0,720.97,5.0,,UPI,Paid,Third-Party,,6.0,,,true,BKG22474,Screen 1,,save10,10.0
ORD102342,CUST11919,Ravi Kumar,ravi362@example.com,,House of Tricks,Cinepolis Plaza,,2024-06-13,22:00,2024-05-16,Reguler,1.0,909.06,-5.0,954.52,Online,Failed,online,B20,1.0,Cancelled,Agent B,False,BKG58501,Screen 2,Combo,save10,0.0
ORD104637,CUST6980,,user662@example.com,+916336509416,,Cinepolis Plaza,Mumbai,2023-03-14,12:15,2023-03-01,Regular,-1.0,1482.61,50.0,2574.49,Online,Failed,Third-Party,,3.0,,Agent A,False,BKG79665,Screen 2,,NEW50,200.0
ORD104728,CUST69756,Sangeetha K,sangeetha834@example.com,12345,Hidden Truths,Cinepolis Plaza,Pune,2019-04-20,12:45,2019-04-11,,0.0,599.64,15.0,190.09,Cahs,,Third-Party,,6.0,Late arrival,Agent C,,BKG91166,Screen 2,Combo,NEW50,200.0
ORD100577,CUST63033,,user863@example.com,,Hidden Truths,PVR Phoenix,Kolkata,2025-09-05,15:00,2025-08-12,Regular,2.0,959.33,-5.0,1994.58,,Failed,Box Office,"C22,B18",3.0,Cancelled,,true,BKG97854,,Single,,
ORD104769,CUST44371,Sangeetha K,sangeetha793@example.com,98765 43210,The Last Frontier,Regal Cinema,Delhi,2021-03-15,17:00,2021-03-12,,2.0,1132.98,0.0,2275.95,Online,Failed,Third-Party,"B28,A2",-1.0,Late arrival,Agent B,true,BKG22442,Screen 3,Family,FREESNACK,50.0
ORD103318,CUST98110,Amit Sharma,amit862@example.com,,The Last Frontier,Inox Mall,Chennai,2025-10-25,15:45,2025-10-02,premium ,1.0,829.63,10.0,746.67,Online,Pending,third party,A30,3.0,,Agent B,True,BKG58885,Screen 1,Family,save10,
ORD101080,CUST10060,Ravi Kumar,ravi871@example.com,+919482248141,,Cinepolis Plaza,Chennai,2021-07-19,22:15,2021-06-21,Reguler,4.0,1447.56,,5770.24,Online,Paid,Online,"A25,A24,A26,C10",4.0,VIP guest,Agent C,true,BKG57749,Screen 3,,NEW50,200.0
ORD108261,CUST56579,Priya Singh,priya950@example.com,+917521133584,Hidden Truths,PVR Phoenix,Kolkata,2022-04-17,21:00,2022-03-27,,3.0,343.93,10.0,938.6,Cahs,Pending,Third-Party,"B8,B30,C30",5.0,,Agent A,False,BKG75542,Screen 3,Single,FREESNACK,
ORD107776,CUST46331,,user741@example.com,+917371102217,,PVR Phoenix,Ahmedabad,2020-11-29,10:15,2020-11-14,Balcony,2.0,247.53,-5.0,519.81,UPI,Failed,Box Office,"A28,C4",-1.0,Cancelled,Agent A,True,BKG53555,Screen 1,Single,save10,10.0
ORD106895,CUST98402,Sangeetha K,sangeetha296@example.com,12345,The Last Frontier,PVR Phoenix,Chennai,2024-06-20,16:15,2024-05-29,premium ,4.0,1350.07,,5380.26,UPI,Paid,,"B26,A3,B30,B2",6.0,,Agent A,,BKG94429,Screen 3,Single,,200.0
ORD106650,CUST58360,,user10@example.com,,Ocean's Whisper,,Hyderabad,2024-03-15,19:00,2024-03-09,Regular,0.0,150.53,10.0,,Cash,Failed,Online,,5.0,,,true,BKG86590,Screen 1,Family,FREESNACK,200.0
ORD101401,CUST48375,Amit Sharma,amit887@example.com,+918970516950,Final Alarm,,Kolkata,2019-12-26,17:00,2019-12-15,,3.0,735.09,10.0,1984.73,Cahs,Paid,online,"B21,A9,C12",2.0,VIP guest,,true,BKG37897,Screen 2,Combo,save10,50.0
ORD108821,CUST70745,John Doe,john786@example.com,+918970994606,Hidden Truths,,Mumbai,2019-11-18,19:00,2019-11-08,Reguler,0.0,723.31,25.0,,Online,Pending,,,5.0,Late arrival,Agent C,False,BKG60761,Screen 2,Family,FREESNACK,0.0
ORD106013,CUST67601,,user346@example.com,12345,Love & Pixels,Grand Theatre,,2024-09-24,22:15,2024-09-17,VIP,0.0,183.13,25.0,,Online,Pending,Box Office,,3.0,Cancelled,Agent A,,BKG37216,,Combo,,200.0
ORD104965,CUST32013,,user773@example.com,98765 43210,Ocean's Whisper,Inox Mall,Chennai,2020-02-01,15:45,2020-01-14,premium ,4.0,994.48,0.0,3987.94,Online,Pending,online,"C25,B13,C10,B12",2.0,,Agent B,False,BKG18609,Screen 3,,,100.0
ORD108239,CUST1623,John Doe,john447@example.com,,The Silent Echo,Cinepolis Plaza,,2023-02-23,18:45,2023-02-20,Premium,-1.0,1161.45,0.0,,UPI,Pending,third party,,5.0,Late arrival,Agent B,True,BKG86675,Screen 2,Single,FREESNACK,0.0
ORD100983,CUST42398,,user578@example.com,98765 43210,House of Tricks,,Ahmedabad,2022-01-08,19:00,2022-01-06,Balcony,2.0,700.2,-5.0,1470.42,Cash,,Box Office,"B13,C15",6.0,,Agent A,False,BKG82825,Screen 3,Combo,FREESNACK,0.0
ORD106443,CUST40862,Ravi Kumar,ravi106@example.com,+919054000486,The Silent Echo,Cinepolis Plaza,Bengaluru,2022-06-05,16:30,2022-05-18,premium ,1.0,1283.64,,1283.64,Cahs,,Third-Party,B1,-1.0,Late arrival,Agent B,,BKG79599,Screen 3,Single,save10,
ORD105771,CUST29776,,user248@example.com,12345,Space Riders,Cinepolis Plaza,Mumbai,2023-01-06,18:30,2023-01-06,,,1026.99,0.0,,,Pending,Online,,4.0,VIP guest,,False,BKG18322,Screen 3,Family,save10,0.0
ORD100785,CUST13883,Ravi Kumar,ravi836@example.com,,The Last Frontier,Regal Cinema,Pune,2025-09-07,9:00,2025-09-06,Premium,2.0,1096.39,10.0,1953.49,card,Pending,online,"C20,A8",5.0,,,,BKG69522,Screen 1,Combo,,
ORD108889,CUST14098,,user503@example.com,98765 43210,The Last Frontier,Inox Mall,Hyderabad,2019-12-19,17:45,2019-11-25,VIP,1.0,324.19,-5.0,340.4,Card,Paid,third party,A15,,VIP guest,Agent C,True,BKG36806,Screen 1,,save10,50.0
ORD102572,CUST51091,John Doe,,+919406282076,Ocean's Whisper,Inox Mall,Hyderabad,2025-04-28,14:15,2025-03-29,VIP,4.0,831.55,-5.0,3492.52,card,Paid,third party,"C25,A16,A11,C12",6.0,,,true,BKG83675,Screen 2,,,
ORD101973,CUST29676,Priya Singh,priya124@example.com,,,Regal Cinema,Hyderabad,2025-08-12,13:00,2025-08-03,premium ,-1.0,158.27,0.0,,UPI,Pending,Box Office,,-1.0,Cancelled,,true,BKG67041,Screen 2,,save10,0.0
ORD103181,CUST25721,Priya Singh,priya306@example.com,12345,Broken Strings,PVR Phoenix,Ahmedabad,2022-03-14,17:45,2022-02-22,Premium,1.0,310.14,50.0,165.07,Cash,,third party,C25,4.0,Cancelled,,False,BKG76043,Screen 1,Single,NEW50,0.0
ORD109797,CUST97203,Amit Sharma,amit546@example.com,,Love & Pixels,PVR Phoenix,,2021-03-11,18:15,2021-02-23,Reguler,-1.0,1317.6,-5.0,,UPI,,third party,,2.0,Late arrival,,,BKG13940,Screen 1,Family,FREESNACK,
ORD108687,CUST76877,Sangeetha K,sangeetha571@example.com,98765 43210,The Last Frontier,Regal Cinema,Mumbai,2023-11-15,13:30,2023-10-23,Premium,4.0,122.19,,488.78,UPI,Paid,Online,"B27,C1,C25,A7",5.0,VIP guest,Agent A,,BKG88989,Screen 1,Single,save10,0.0
ORD100500,CUST5434,John Doe,john197@example.com,+916210076241,House of Tricks,Regal Cinema,Bengaluru,2024-07-31,16:45,2024-07-06,VIP,4.0,400.56,50.0,781.11,Cahs,,,"B30,C28,C6,A28",3.0,VIP guest,,True,BKG53850,Screen 2,Single,FREESNACK,0.0
ORD103652,CUST95837,Priya Singh,priya993@example.com,12345,Love & Pixels,Grand Theatre,Kolkata,2020-05-17,18:45,2020-04-25,Reguler,1.0,188.13,5.0,158.72,,Failed,third party,B16,2.0,VIP guest,,,BKG83097,,Combo,save10,10.0
ORD101994,CUST41315,Amit Sharma,amit148@example.com,,Hidden Truths,,Delhi,2021-07-07,11:30,2021-06-30,Premium,-1.0,1306.35,25.0,,,Paid,Third-Party,,2.0,Cancelled,Agent B,False,BKG27974,Screen 1,Combo,NEW50,
ORD100363,CUST46587,Amit Sharma,amit773@example.com,12345,Hidden Truths,Inox Mall,Mumbai,2022-10-28,20:45,2022-10-01,Balcony,-1.0,1082.46,0.0,,card,,,,5.0,,,False,BKG84488,Screen 3,Combo,save10,50.0
ORD106213,CUST70023,,,12345,The Silent Echo,PVR Phoenix,Delhi,2024-06-26,21:15,2024-05-31,Premium,-1.0,267.25,,2424.4,card,Paid,Third-Party,,2.0,,Agent A,true,BKG21660,Screen 1,Single,FREESNACK,100.0
ORD102905,CUST66476,Sangeetha K,sangeetha458@example.com,+916354211253,Hidden Truths,Regal Cinema,Hyderabad,2024-01-12,23:30,2024-01-05,Balcony,-1.0,1236.23,50.0,,,Paid,online,,5.0,Cancelled,Agent A,False,BKG38477,,Combo,save10,
ORD101361,CUST63195,Amit Sharma,amit776@example.com,12345,Midnight Sonata,Grand Theatre,Delhi,2021-10-15,16:00,2021-09-29,Reguler,4.0,435.16,15.0,1489.55,card,Pending,Online,"A4,B27,C18,A5",6.0,,Agent A,true,BKG88126,Screen 2,,NEW50,10.0
ORD100292,CUST99730,,user109@example.com,+919074187947,Space Riders,Cinepolis Plaza,Pune,2022-02-22,12:30,2022-02-01,Balcony,1.0,404.02,10.0,343.62,Cahs,,Online,C11,4.0,,Agent A,,BKG60023,,Combo,FREESNACK,10.0
ORD106399,CUST15900,Sangeetha K,sangeetha871@example.com,12345,The Last Frontier,Cinepolis Plaza,Delhi,2019-03-20,16:45,2019-02-27,VIP,-1.0,160.34,15.0,,,Pending,Third-Party,,1.0,Late arrival,Agent B,False,BKG91769,Screen 3,Combo,NEW50,100.0
ORD108873,CUST22701,,user466@example.com,,,Grand Theatre,Chennai,2024-03-10,21:00,2024-03-02,Balcony,1.0,1165.72,,1145.72,UPI,Paid,Box Office,A25,,Cancelled,Agent A,true,BKG65763,Screen 2,Family,save10,0.0
